source_id,asset_id,name,symbol,peg_type,peg_mechanism,circulating_usd,circulating_prev_day_usd,circulating_prev_week_usd,circulating_prev_month_usd
DEFILLAMA_001,199,Mento Real,BRLm,peggedREAL,crypto-backed,,,,
DEFILLAMA_001,200,Hedera Swiss Franc,HCHF,peggedCHF,crypto-backed,,,,
DEFILLAMA_001,226,Frankencoin,ZCHF,peggedCHF,crypto-backed,,,,
DEFILLAMA_001,239,StablR Euro,EURR,peggedEUR,fiat-backed,,,,
DEFILLAMA_001,247,Schuman EUROP,EUROP,peggedEUR,fiat-backed,,,,
DEFILLAMA_001,249,Brazilian Digital,BRZ,peggedREAL,fiat-backed,,,,
DEFILLAMA_001,254,EUR CoinVertible,EURCV,peggedEUR,fiat-backed,,,,
DEFILLAMA_001,258,A7A5,A7A5,peggedRUB,fiat-backed,,,,
DEFILLAMA_001,274,Quantoz EURQ,EURQ,peggedEUR,fiat-backed,,,,
DEFILLAMA_001,280,Tether CNH,CNHT,peggedCNY,fiat-backed,,,,
DEFILLAMA_001,281,Mexican Peso Tether,MXNT,peggedMXN,fiat-backed,,,,
DEFILLAMA_001,289,XSGD,XSGD,peggedSGD,fiat-backed,,,,
DEFILLAMA_001,292,VNX British Pound,VGBP,peggedGBP,fiat-backed,,,,
DEFILLAMA_001,299,PHT Stablecoin,PHT,peggedPHP,crypto-backed,,,,
DEFILLAMA_001,300,Bilira,TRYB,peggedTRY,fiat-backed,,,,
DEFILLAMA_001,317,Tokenised GBP,tGBP,peggedGBP,fiat-backed,,,,
DEFILLAMA_001,319,AllUnity EUR,EURAU,peggedEUR,fiat-backed,,,,
DEFILLAMA_001,325,Eurite,EURI,peggedEUR,fiat-backed,,,,
DEFILLAMA_001,334,Macropod,AUDM,peggedAUD,fiat-backed,,,,
DEFILLAMA_001,351,Tetris Money,RUBT,peggedRUB,fiat-backed,,,,
DEFILLAMA_001,352,BRTH,BRTH,peggedREAL,fiat-backed,,,,
DEFILLAMA_001,355,JPY Coin,JPYC,peggedJPY,fiat-backed,,,,
DEFILLAMA_001,358,Mento British Pound,GBPm,peggedGBP,crypto-backed,,,,
DEFILLAMA_001,359,Mento Philippine Peso,PHPm,peggedPHP,crypto-backed,,,,
DEFILLAMA_001,360,Mento Canadian Dollar,CADm,peggedCAD,crypto-backed,,,,
DEFILLAMA_001,361,Mento Australian Dollar,AUDm,peggedAUD,crypto-backed,,,,
DEFILLAMA_001,362,Mento Colombian Peso,COPm,peggedCOP,crypto-backed,,,,
DEFILLAMA_001,363,Mento Japanese Yen,JPYm,peggedJPY,crypto-backed,,,,
DEFILLAMA_001,365,BRLA Digital,BRLA,peggedREAL,fiat-backed,,,,
DEFILLAMA_001,367,Mento Kenyan Shilling,KESm,peggedKES,crypto-backed,,,,
DEFILLAMA_001,368,Mento South African Rand,ZARm,peggedZAR,crypto-backed,,,,
DEFILLAMA_001,369,Mento Nigerian Naira,NGNm,peggedNGN,crypto-backed,,,,
DEFILLAMA_001,370,Mento Swiss Franc,CHFm,peggedCHF,crypto-backed,,,,
DEFILLAMA_001,371,Mento West African CFA Franc,XOFm,peggedXOF,crypto-backed,,,,
DEFILLAMA_001,372,Mento Ghanaian Cedi,GHSm,peggedGHS,crypto-backed,,,,
DEFILLAMA_001,379,Argentine Peso,WARS,peggedARS,fiat-backed,,,,
DEFILLAMA_001,380,Brazilian Real,WBRL,peggedREAL,fiat-backed,,,,
DEFILLAMA_001,381,Chilean Peso,WCLP,peggedCLP,fiat-backed,,,,
DEFILLAMA_001,382,Colombian Peso,WCOP,peggedCOP,fiat-backed,,,,
DEFILLAMA_001,383,Mexican Peso,WMXN,peggedMXN,fiat-backed,,,,
DEFILLAMA_001,384,Peruvian Sol,WPEN,peggedPEN,fiat-backed,,,,
DEFILLAMA_001,387,CAD Digital,CADD,peggedCAD,fiat-backed,,,,
